AKU89597.1,AAU05358.1,AAS99314.1,AAS99260.1,AAS99279.1,AAS99258.1,AKU89601.1,ACB55311.1,AAS99310.1,AGA15924.1,AAS99301.1,AAS99288.1,AAZ79676.1,AAS99307.1,YP_077183.1,ACB55317.1,AAS99300.1,ACB55304.1,AAO88194.1,AAO88183.1,AAS99298.1,AHK22793.1,AAS99243.1,AAO88200.1,YP_077178.1,AKU89600.1,AAO88201.1,AAU05372.1,AAS99308.1,AAS99241.1,AAS99287.1,AAS99262.1,AAU05360.1,ACB55301.1,AAS99249.1,AAS99289.1,AAS99251.1,AKU89602.1,AAS99275.1,AAS99268.1,AAO88188.1,AAS99296.1,ACB55310.1,AAS99257.1,YP_680426.1,ACB55305.1,AAO88203.1,ACB55312.1,AAB95452.1,AAS99313.1,AAO88184.1,AAU05368.1,AAO88187.1,AAS99286.1,AAT48615.1,AAT48613.1,AAS99259.1,AAS99283.1,AAS99245.1,AAS99311.1,AAS99264.1,NP_043941.1,AAS99248.1,AAO88198.1,AAS99290.1,AAO88189.1,AAS99261.1,AAR07955.1,AAO88205.1,AAS99276.1,AAS99297.1,AAS99239.1,AAS99253.1,AKU89596.1,AAS99277.1,AAS99247.1,AKU89598.1,AAS99305.1,AAO88202.1,AAS99242.1,AAS99255.1,AAO88199.1,AAU05362.1,AAS99238.1,ACB55315.1,AAS99280.1,AAO88191.1,AAS99294.1,AOL02447.1,AAS99269.1,AAO88197.1,AKU89603.1,ABA71699.1,AAO88208.1,ACB55313.1,pdb|4IOV|A,AAS99285.1,AAO88185.1,AAU05370.1,AAO88206.1,AAT46339.1,AGA15925.1,AAS99306.1,ACB55306.1,ACB55309.1,AAS99278.1,AAS99274.1,AKU89599.1,AAS99271.1,YP_077180.1,AAT46337.1,AAO88186.1,AAU05364.1,AAS99284.1,AAS99282.1,AAS99265.1,3J1Q_A,AGA15926.1,AAO88193.1,AAO88190.1,NP_049542.1,AAS99312.1,AAS99309.1,AAO88196.1,AAS99254.1,ABA71701.1,AAS99250.1,ACB55307.1,AAS99246.1,AAS99293.1,ACB55308.1,AAO88207.1,AAS99270.1,AKU89595.1,AAS99302.1,AAS99240.1,ACB55302.1,NP_044927.1,AAS99263.1,ABI16639.1,AAS99252.1,AAS99291.1,ACB55303.1,AAS99266.1,AGA15927.1,YP_068409.1,AAS99281.1,AAO88209.1,AAS99304.1,AAS99273.1,ACB55314.1,AAO88204.1,AAB95450.1,AAS99303.1,AAS99256.1,AAO88192.1,AAS99292.1,AAS99267.1,AAZ79672.1,APD78414.1,AAU05371.1,AAO88195.1,ABZ10812.1,AAS99299.1,AAS99295.1,ACB55316.1,AAS99244.1
1952,2093,1849,2002,2056,2001,1977,1838,1884,1758,1821,1814,366,1941,306,1789,2091,2203,2012,1789,2135,322,1747,1983,1893,1976,1920,2093,1985,1725,1969,2195,2030,2997,1732,1836,1736,2314,2093,1835,521,3046,3252,1710,2196,1954,1953,2030,1828,2074,2009,2081,419,1579,306,219,1785,2138,1845,1725,1748,1819,1694,1848,1786,521,2041,348,1800,1920,1965,2030,2010,2001,1955,1648,1924,2074,2063,1780,1798,2079,2117,1988,2041,1746,1788,3052,628,2016,1806,2260,3101,1814,1838,562,1838,2014,2074,1859,562,1689,1664,2079,3476,2111,1893,1917,1669,1844,1838,2021,2153,2138,1794,1859,2036,385,1820,1918,3279,1705,2141,1835,1771,3147,1782,2196,1967,2142,0,2153,2035,1975,1947,1974,2989,625,2196,619,1938,2930,3006,2003,1974,400,1794,1880,2065,1959,1850,1922,2980,2132,1664,2007,3468,1690,591,2977,2063,1983,1881,1991,2141,1792,1838
2122,2402,1939,2057,2283,2179,2004,1968,2202,1785,1971,2023,351,2068,324,1955,2206,3505,1870,1955,2328,340,1953,2048,1881,2174,1982,2402,2121,1885,2064,2338,2333,2271,1957,2045,1945,2502,2402,2003,577,1916,2107,1834,2423,1768,1767,2009,2121,2198,1954,2409,439,1755,324,263,1984,2357,2001,1901,1764,2108,1885,1919,1987,576,2151,321,1661,2087,2174,2137,2192,2159,2150,1863,2039,2301,1877,1842,2003,1893,2426,2327,2192,1871,1790,1928,623,2308,1810,2747,2136,1971,2047,617,2047,1993,2212,1821,617,1745,1741,1893,2196,2336,2232,2061,1957,2001,2047,1993,2423,2357,1819,1899,2238,372,1938,1973,2107,1880,2391,1834,1999,2114,2010,2423,2117,2294,2153,0,2118,2303,2054,2313,2280,645,2423,631,2075,1896,2280,2127,2037,377,1819,1942,2285,2271,2045,1778,2271,2268,1823,1835,2120,1772,546,2271,2373,2048,2130,2180,2400,2020,2046
2157,2608,2680,3245,2628,1780,1831,1900,2455,1871,2847,1880,392,3170,368,2214,3106,2168,1698,2214,2665,384,1811,1974,1691,2114,1911,2615,3171,2199,3240,3028,2556,2037,1802,1900,1784,2390,2594,2869,549,1741,1934,1715,2775,1608,1608,1837,2680,3234,1804,2601,446,1594,368,281,1824,2708,1856,1756,1747,2667,1727,1842,1843,548,2829,339,1479,3079,2548,1936,1787,2094,2387,1852,2106,2652,1711,1773,1861,1733,2678,1974,1793,2853,1714,1812,604,2532,1740,2413,1937,1810,1902,589,1902,1825,3037,1631,589,1826,1679,1733,2080,2638,2406,1988,2159,1856,1902,1811,2736,2708,1767,2893,2162,389,1900,1904,1934,1735,2713,1682,1839,1915,1888,2768,1720,2522,2035,2118,0,2249,3024,1963,2046,653,2722,651,1705,1776,2046,3124,1714,400,1767,1871,2573,2495,1902,1577,2037,2629,1707,1657,1999,1770,538,2037,2578,1974,2787,2546,2697,1860,1901
2847,2160,1789,2173,2049,2358,2526,2485,1964,1577,1946,2526,393,2120,343,2358,2203,2353,2157,2358,2084,350,2432,2354,2268,2700,2486,2160,2154,2350,2157,2084,2097,2328,2418,2546,2433,2919,2160,2049,707,2065,2199,2323,2189,1980,1959,2297,2342,2250,2191,2148,603,2243,343,247,2473,2132,2479,2390,1897,2333,2370,2413,2488,707,2082,366,1850,2135,1973,2420,2342,2984,1940,2299,2748,2093,2081,2346,2489,2107,2184,2602,2373,1950,2067,1743,614,2079,2033,2794,2227,2455,2539,748,2548,2281,2226,2170,748,1584,2230,2107,2020,2061,1958,2563,1768,2467,2548,2281,2189,2132,1877,1970,2328,349,2455,2479,2199,2377,2189,2061,2441,2206,2499,2189,2297,2028,1975,2303,2249,0,2124,2591,2325,669,2189,591,2287,2007,2337,2212,1799,363,1877,2437,2056,2068,2524,1950,2316,2049,2197,2217,1939,2278,550,2313,2153,2363,2275,1949,2179,2509,2547
2032,2572,2657,2977,2731,1655,1706,1785,2409,1757,3020,1765,392,2985,368,2075,3262,2104,1573,2075,2612,384,1696,1859,1566,1989,1796,2562,2996,2060,2972,3032,2520,1911,1687,1785,1669,2265,2558,2838,480,1615,1808,1600,2722,1483,1482,1667,2585,3220,1634,2565,377,1479,368,281,1709,2655,1713,1641,1604,2586,1612,1726,1728,479,2806,269,1354,2981,2456,1821,1662,1969,2314,1737,1981,2582,1590,1708,1746,1608,2642,1859,1668,2623,1589,1803,551,2495,1625,2319,1811,1695,1787,520,1787,1655,3024,1506,520,1729,1614,1608,1992,2602,2370,1873,2122,1713,1787,1641,2689,2655,1662,2862,2109,389,1785,1789,1808,1620,2677,1567,1724,1789,1773,2732,1595,2469,1947,2054,3024,2124,0,1848,1920,584,2686,582,1639,1644,1920,3094,1601,400,1662,1756,2520,2518,1770,1543,1911,2576,1582,1532,1894,1705,535,1911,2542,1859,2808,2621,2644,1745,1786
2672,2141,1777,1908,2030,2527,2447,2687,1946,1632,1693,2734,391,1844,345,2228,1927,2354,2154,2228,2065,361,2641,2618,2226,2542,2708,2141,1898,2236,1871,2067,2117,2261,2551,2757,2547,2568,2141,1779,669,1964,2097,2456,2170,1998,1977,2259,1942,1974,2150,2132,564,2378,345,273,2606,2113,2498,2596,1839,1933,2501,2634,2695,668,1927,353,1825,1865,1989,3150,2515,2619,1940,2430,2647,2074,2117,2568,2622,2125,2165,3326,2540,1696,2105,1699,590,2080,2302,2563,2126,2700,2771,709,2757,2243,1962,2128,709,1632,2452,2125,1974,2085,1941,2726,1776,2513,2757,2243,2170,2113,1804,1676,2240,332,2657,2688,2097,2586,2170,2294,2592,2104,2634,2170,2465,2031,1974,2313,1963,2591,1848,0,2270,618,2170,588,2402,1919,2270,1936,1808,346,1804,2679,2037,2028,2643,1964,2261,2030,2267,2200,1938,2434,503,2261,2134,2630,1954,1930,2160,2642,2722
2268,2125,1860,1971,2088,2352,2293,2154,1963,1894,1792,2130,366,1914,329,2106,2064,2330,1922,2106,2133,336,2063,2034,2139,2293,2166,2125,1954,1990,1942,2204,2062,3460,2017,2152,2041,2694,2125,1851,706,2980,3186,1922,2228,1866,1845,2276,1998,2047,2221,2113,603,1895,329,233,2101,2171,2093,2008,1821,1989,2010,2082,2094,707,2017,367,1736,1938,2014,2326,2361,2318,1987,1898,2240,2149,1977,2026,2114,1993,2149,2284,2392,1719,1848,2740,613,2044,1866,2505,3260,2051,2145,748,2154,2260,2047,2067,748,1863,1910,1993,3034,2100,1923,2233,1742,2082,2154,2267,2228,2171,1799,1851,2002,343,2124,2164,3213,1983,2228,1895,2040,3300,2098,2228,2318,2175,2989,2280,2046,2325,1920,2270,0,670,2228,592,2289,2900,3469,2009,2148,357,1799,2117,2097,2012,2166,1836,3473,2164,1937,2107,2933,1932,558,3457,2118,2043,2096,1998,2174,2108,2154
644,630,654,654,589,645,648,646,590,556,504,621,172,606,228,667,654,663,628,667,654,235,646,629,648,643,646,630,654,617,618,654,611,661,643,650,633,669,630,572,1736,640,662,588,654,560,539,648,720,654,640,630,1629,546,228,216,644,600,612,593,697,720,596,630,643,1520,608,391,619,654,629,620,643,648,615,589,644,585,631,563,644,631,654,618,645,626,523,585,547,630,539,698,661,646,646,1778,646,648,654,601,1778,546,563,631,625,645,597,647,473,613,646,648,654,600,668,587,607,194,646,646,662,601,622,595,606,661,644,654,642,654,625,645,653,669,584,618,670,0,654,1345,557,606,670,613,539,195,668,645,660,543,644,605,661,654,542,648,625,518,393,661,607,628,773,576,654,644,646
2097,3270,2519,2661,3243,1975,1890,1969,3036,2111,2508,1949,392,2672,350,2143,2750,2473,1735,2143,3241,366,1867,2043,1746,2081,1980,3278,2720,2128,2656,2894,3229,2219,1896,1969,1878,2589,3256,2551,553,1862,2055,1768,3371,1643,1642,1827,2472,2808,1772,3255,450,1688,350,263,1918,3304,1870,1825,1695,2459,1815,1910,1911,552,2597,347,1514,2591,3095,2143,1983,2155,2892,1946,2046,3227,1746,1842,1937,1768,3238,2181,1988,2419,1733,1971,654,3175,1807,2643,2084,1885,1971,593,1971,1815,2823,1686,593,2104,1741,1768,2239,3227,3068,2057,2820,1870,1971,1811,3311,3304,1753,2499,2388,404,1939,1973,2055,1804,3310,1755,1933,2062,1982,3383,1915,3100,2196,2423,2722,2189,2686,2170,2228,654,0,652,1879,1900,2228,2731,1926,409,1753,1940,3140,3118,1979,1612,2219,3192,1763,1702,2163,1839,556,2219,3231,2043,2581,3091,3273,1954,1971
553,673,583,576,587,555,558,556,652,476,559,531,148,652,262,577,652,631,607,577,652,278,556,663,558,553,556,673,576,575,616,652,613,592,552,560,548,591,673,649,1547,558,580,497,652,535,514,558,634,652,537,673,1481,478,262,236,553,647,553,551,496,634,553,540,497,1444,606,368,590,652,624,590,553,558,668,553,553,609,665,474,553,665,652,588,555,644,663,609,552,597,573,654,592,570,570,1621,556,558,652,558,1621,428,474,665,619,652,656,556,382,567,556,558,652,647,460,554,628,140,556,556,580,480,620,647,567,592,553,652,552,652,619,631,651,591,582,588,592,1345,652,0,467,571,592,599,464,149,460,570,658,585,553,648,592,652,468,558,619,380,409,592,650,663,603,556,652,553,556
2287,1850,1542,1650,1793,3160,2753,2157,1660,1522,1466,2235,388,1576,351,1985,1699,2116,2223,1977,1784,359,2144,2030,2848,2200,2166,1850,1649,1977,1613,1818,1826,2280,2114,2227,2113,2283,1850,1505,611,1979,2116,2019,1879,2191,2170,2507,1695,1706,2398,1850,507,1991,351,255,2172,1822,2165,2087,1647,1686,2080,2089,2173,611,1681,278,1999,1626,1703,2307,3121,2331,1706,1995,2255,1783,2119,2104,2192,2296,1874,2398,3204,1433,1874,1691,526,1789,1864,2258,2119,2135,2226,652,2235,2491,1700,2723,652,1560,1988,2296,1938,1794,1650,2256,1485,2161,2235,2491,1879,1822,1627,1503,1879,344,2127,2155,2116,2064,1879,1983,2137,2145,2195,1879,3128,1826,1938,2075,1705,2287,1639,2402,2289,557,1879,467,0,1944,2289,1668,1748,355,1627,2115,1822,1846,2240,2114,2280,1815,2397,2413,1905,2017,505,2280,1843,2042,1735,1694,1879,2205,2234
1940,1797,1549,1705,1760,2018,1976,1852,1756,1608,1524,1835,366,1768,293,1678,1788,1946,1786,1678,1863,300,1850,1858,1835,1865,1934,1797,1688,1683,1672,1893,1734,2908,1730,1851,1773,2248,1797,1636,606,2841,3047,1723,1900,1707,1686,2025,1647,1777,1950,1785,503,1592,293,197,1798,1847,1810,1770,1653,1638,1828,1846,1807,607,1739,367,1605,1668,1686,1975,2023,1989,1672,1634,1912,1821,1819,1793,1818,1835,1821,1933,2062,1462,1730,2739,599,1720,1690,2100,2896,1819,1850,648,1859,2009,1765,1779,648,1539,1677,1835,2975,1772,1595,1930,1418,1806,1859,2016,1900,1847,1631,1581,1805,342,1834,1928,3074,1746,1900,1704,1753,2942,1795,1900,1988,1847,2930,1896,1776,2007,1644,1919,2900,606,1900,571,1944,0,2917,1739,1779,353,1631,1883,1769,1685,1863,1679,2891,1836,1668,1904,2919,1699,459,2888,1790,1870,1740,1695,1846,1805,1859
2268,2125,1860,1971,2088,2352,2293,2154,1963,1894,1792,2130,366,1914,329,2106,2064,2330,1922,2106,2133,336,2063,2034,2139,2293,2166,2125,1954,1990,1942,2204,2062,3477,2017,2152,2041,2711,2125,1851,706,2997,3203,1922,2228,1866,1845,2276,1998,2047,2221,2113,603,1895,329,233,2101,2171,2093,2008,1821,1989,2010,2082,2094,707,2017,367,1736,1938,2014,2326,2361,2318,1987,1898,2240,2149,1977,2026,2114,1993,2149,2284,2392,1719,1848,2757,613,2044,1866,2505,3277,2051,2145,748,2154,2260,2047,2067,748,1863,1910,1993,3051,2100,1923,2233,1742,2082,2154,2267,2228,2171,1799,1851,2002,343,2124,2164,3230,1983,2228,1895,2040,3317,2098,2228,2318,2175,3006,2280,2046,2337,1920,2270,3469,670,2228,592,2289,2917,0,2009,2148,357,1799,2117,2097,2012,2166,1836,3460,2164,1937,2107,2950,1932,558,3457,2118,2043,2096,1998,2174,2108,2154
2120,2617,2729,3095,2593,1755,1794,1873,2420,1836,2917,1853,392,3099,356,2177,3176,2177,1628,2177,2630,365,1784,1914,1654,2077,1884,2624,3107,2162,3090,3065,2565,2000,1782,1873,1757,2353,2603,3021,536,1704,1897,1688,2740,1544,1543,1800,2653,3321,1779,2610,427,1567,356,268,1797,2673,1819,1729,1705,2672,1700,1814,1816,523,2866,339,1421,3008,2474,1909,1750,2057,2359,1825,2069,2667,1641,1746,1834,1663,2643,1947,1756,2741,1644,1780,566,2541,1680,2374,1900,1783,1875,564,1875,1788,3160,1594,564,1790,1652,1663,2048,2603,2415,1961,2214,1819,1875,1774,2690,2673,1763,3162,2171,353,1873,1877,1897,1708,2701,1622,1812,1878,1861,2733,1695,2487,2003,2127,3124,2212,3094,1936,2009,613,2731,599,1668,1739,2009,0,1680,364,1763,1844,2538,2504,1858,1507,2000,2594,1670,1620,1967,1745,536,2000,2616,1914,2859,2511,2662,1833,1874
1798,1840,1642,1638,1790,1827,1706,1667,1657,2693,1469,1644,366,1611,295,1664,1741,2087,1543,1654,1831,302,1572,1717,1620,1848,1675,1840,1665,1659,1609,1881,1777,2165,1638,1658,1578,2113,1840,1557,386,1784,1975,1449,1926,1570,1570,1690,1693,1741,1635,1837,357,1415,295,273,1626,1869,1668,1514,1621,1684,1531,1606,1606,357,1701,348,1398,1669,1737,1869,1803,1799,1704,1490,1773,1808,1609,1596,1647,1593,1847,1827,1841,1444,1541,1826,619,1759,1542,2098,2030,1569,1666,398,1666,1674,1739,1586,398,2670,1480,1593,2017,1798,1638,1751,1542,1707,1666,1683,1926,1869,1614,1556,1763,533,1642,1668,1975,1570,1894,1549,1651,2030,1617,1926,1767,1873,1974,2037,1714,1799,1601,1808,2148,539,1926,464,1748,1779,2148,1680,0,471,1614,1655,1795,1728,1668,1445,2165,1862,1448,1542,1941,1596,512,2165,1815,1717,1780,1706,1903,1633,1666
359,394,288,400,409,356,377,347,421,472,324,325,684,412,204,359,400,409,391,359,409,204,344,389,350,359,347,394,400,359,384,400,394,374,326,342,318,363,394,389,140,235,358,310,409,353,353,377,397,400,377,394,140,190,204,143,302,409,352,344,445,397,314,347,344,140,399,177,257,400,342,361,357,381,394,314,329,349,372,332,299,372,409,359,356,391,347,384,382,386,351,405,375,347,344,140,344,377,400,323,140,472,332,372,400,333,318,347,192,329,344,369,409,409,441,371,408,2066,347,347,358,343,377,356,329,375,327,409,356,409,400,377,400,363,400,346,357,195,409,149,355,353,357,364,471,0,441,347,418,390,329,321,374,414,310,330,397,331,321,374,369,389,401,401,409,329,344
2016,1674,1585,1784,1613,1718,1752,1894,1485,1428,1554,1827,406,1676,253,1771,1806,1860,1677,1771,1692,260,1755,1928,1680,2028,1924,1674,1784,1717,1701,1753,1653,1799,1827,1839,1803,1900,1674,1618,518,1653,1786,1772,1753,1599,1598,1733,1713,1806,1724,1677,433,1685,253,201,1831,1686,1857,1731,3262,1704,1729,1854,1825,477,1704,378,1481,1695,1547,1938,1723,1882,1609,1680,1991,1644,1658,1804,1853,1666,1674,1854,1723,1567,1595,1598,570,1652,1768,1831,1799,1823,1849,518,1849,1718,1847,1589,518,1430,1710,1666,1837,1625,1472,1951,1356,1855,1849,1717,1753,1686,3320,1695,2070,430,1866,1938,1786,1743,1721,1674,1814,1777,1853,1753,1662,1748,1794,1819,1767,1877,1662,1804,1799,668,1753,460,1627,1631,1799,1763,1614,441,0,1914,1672,1561,1882,1506,1799,1734,1558,1691,1761,1719,515,1799,1644,1907,1826,1584,1752,1867,1849
2719,1837,1555,1816,1800,2228,2420,3057,1669,1479,1601,2973,391,1752,303,2250,1835,1983,2230,2250,1839,310,2920,3142,2314,2589,3370,1837,1806,2260,1767,1835,1813,2108,2722,2996,2698,2383,1837,1678,696,1916,2049,2677,1940,1971,1950,2265,1761,1882,2156,1828,592,2493,303,220,2757,1883,2579,2859,1950,1752,2652,3241,2974,696,1833,405,1837,1773,1781,2693,2220,2655,1657,2575,2806,1844,2129,3189,2772,2137,1861,2691,2241,1618,2428,1629,651,1774,2760,2183,2078,3278,3050,737,3036,2249,1870,2216,737,1479,3071,2137,1880,1855,1637,3008,1472,2597,3036,2249,1940,1883,1914,1650,2258,333,3027,3256,2049,2869,1940,2674,2743,2056,2727,1940,2168,1822,1880,1942,1871,2437,1756,2679,2117,645,1940,570,2115,1883,2117,1844,1655,347,1914,0,1752,1745,2794,1976,2108,1821,2368,2266,1844,3040,495,2108,1830,3205,1907,1698,1930,2793,2991
1888,3092,2469,2512,3051,1918,1838,1819,2921,1932,2342,1840,392,2523,350,1934,2584,2335,1681,1934,3072,366,1760,1855,1694,1872,1792,3086,2564,1919,2509,2745,3051,2088,1787,1860,1769,2387,3078,2354,559,1734,1924,1659,3201,1591,1590,1775,2349,2642,1720,3046,456,1676,350,263,1809,3135,1761,1716,1614,2338,1706,1722,1802,558,2448,348,1462,2425,2983,2057,1931,1948,2835,1837,1858,3065,1694,1654,1828,1716,3170,2048,1931,2308,1545,1840,636,3008,1719,2513,1953,1771,1862,599,1862,1765,2611,1634,599,1925,1560,1716,2108,3035,2890,1869,2643,1761,1862,1759,3156,3135,1672,2427,2264,413,1789,1785,1924,1695,3148,1703,1824,1931,1873,3191,1858,3052,2065,2285,2573,2056,2520,2037,2097,660,3140,658,1822,1769,2097,2538,1795,418,1672,1752,0,2940,1870,1560,2088,3323,1654,1650,2032,1651,562,2088,3053,1855,2379,2932,3104,1845,1862
1902,3330,2271,2434,2984,1833,1774,1774,2807,1913,2281,1950,391,2445,342,1948,2523,2321,1619,1948,2935,358,1780,1848,1630,1886,1785,3300,2493,1933,2431,2646,3245,2012,1875,1948,1857,2378,3316,2324,440,1647,1839,1747,3052,1550,1549,1711,2395,2581,1656,3277,337,1667,342,255,1897,2985,1849,1804,1503,2381,1794,1715,1890,439,2392,259,1398,2364,2793,1927,1841,1960,2949,1925,1851,2916,1630,1726,1916,1652,3253,2039,1846,2195,1538,1736,551,3237,1612,2494,1877,1767,1950,480,1950,1699,2596,1570,480,1906,1627,1652,2002,2910,3125,1862,2880,1849,1950,1695,3030,2985,1561,2272,2308,379,1744,1778,1839,1783,3044,1657,1912,1855,1961,3070,1773,2781,1959,2271,2495,2068,2518,2028,2012,543,3118,585,1846,1685,2012,2504,1728,390,1561,1745,2940,0,1958,1502,2012,2946,1742,1586,1926,1723,556,2012,3197,1848,2431,2830,2967,1933,1950
2792,2050,1560,1847,1839,2320,2475,2808,1744,1457,1615,2954,373,1766,320,2397,1849,2086,2206,2394,1874,327,2794,2665,2335,2675,2848,2050,1834,2389,1800,1849,2026,2157,3301,2936,3297,2379,2050,1692,702,1896,2028,3091,1979,1989,1968,2245,1885,1896,2136,2030,598,2981,320,237,3356,1922,2754,2794,1926,1875,3250,2763,2914,702,1847,367,1817,1787,1799,2582,2318,2630,1881,3164,2909,1884,2109,2707,3371,2117,2074,2654,2333,1622,2210,1576,632,1987,2370,2280,2057,2807,2967,743,2976,2229,1884,2237,743,1506,2589,2117,1850,1894,1850,3098,1685,2750,2976,2229,1979,1922,1906,1638,2451,315,2778,2790,2028,2805,1979,2276,3319,2035,3308,1979,2260,1861,1850,2045,1902,2524,1770,2643,2166,644,1979,553,2240,1863,2166,1858,1668,329,1882,2794,1870,1958,0,1956,2157,1860,2766,2245,1814,2573,495,2157,1948,2724,1921,1737,1969,3392,2962
1989,1588,1333,1522,1564,2151,2442,1985,1397,1223,1392,1964,313,1448,266,1642,1571,1778,2917,1642,1551,282,1971,2124,2259,1883,2027,1588,1505,1672,1488,1571,1564,1827,1878,2044,1878,1880,1588,1381,559,1799,1914,1826,1612,2919,2898,2472,1522,1578,2363,1581,455,1703,266,231,1905,1555,2016,1947,1526,1513,1809,1956,2000,559,1529,299,2744,1578,1473,1924,2159,2108,1444,1797,2020,1475,2974,1869,1922,3107,1612,1966,2191,1285,2085,1645,606,1527,2076,1913,1917,1996,2053,600,2062,2433,1576,2203,600,1271,1753,3115,1922,1586,1438,2063,1203,2008,2061,2441,1612,1555,1506,1356,1831,307,1955,2019,1914,1925,1580,2294,1911,1943,1903,1612,2120,1559,1922,1778,1577,1950,1543,1964,1836,605,1612,648,2114,1679,1836,1507,1445,321,1506,1976,1560,1502,1956,0,1827,1548,1851,2967,1887,1775,497,1827,1559,2133,1523,1481,1612,1941,2062
2259,2125,1851,1962,2079,2343,2284,2145,1954,1911,1783,2121,366,1905,346,2097,2055,2321,1913,2097,2124,353,2054,2025,2130,2284,2157,2125,1945,1981,1933,2195,2062,3477,2008,2143,2032,2685,2125,1842,697,2971,3177,1913,2219,1857,1836,2267,1998,2038,2212,2113,594,1886,346,250,2092,2162,2084,1999,1821,1989,2001,2073,2085,698,2008,367,1727,1929,2005,2317,2352,2309,1987,1889,2231,2140,1968,2017,2105,1984,2140,2275,2383,1710,1839,2731,630,2044,1857,2496,3277,2042,2136,739,2145,2251,2038,2058,739,1880,1901,1984,3025,2091,1923,2224,1742,2073,2145,2258,2219,2162,1799,1842,2002,360,2115,2155,3204,1974,2219,1889,2031,3317,2089,2219,2309,2166,2980,2271,2037,2316,1911,2261,3473,661,2219,592,2280,2891,3460,2000,2165,374,1799,2108,2088,2012,2157,1827,0,2155,1928,2098,2924,1923,558,3474,2118,2034,2096,1989,2165,2099,2145
1957,3080,2525,2568,3110,1911,1826,1888,2951,1999,2398,1830,392,2579,350,2003,2646,2318,1671,2003,3123,366,1748,1924,1682,1941,1861,3067,2620,1988,2563,2801,3039,2155,1777,1850,1759,2454,3071,2410,553,1798,1991,1649,3253,1579,1578,1763,2332,2698,1708,3027,450,1666,350,263,1799,3186,1751,1706,1676,2319,1696,1791,1792,552,2504,347,1450,2481,3032,2124,1919,2015,2823,1827,1927,3116,1682,1723,1818,1704,3158,2041,1924,2383,1614,1907,645,2986,1786,2508,2020,1777,1852,593,1852,1751,2673,1622,593,1992,1639,1704,2175,3094,2875,1938,2631,1751,1852,1747,3214,3186,1734,2483,2243,398,1858,1854,1991,1685,3215,1691,1814,1998,1863,3250,1851,3103,2132,2268,2629,2049,2576,2030,2164,654,3192,652,1815,1836,2164,2594,1862,414,1734,1821,3323,2946,1860,1548,2155,0,1644,1638,2099,1720,556,2155,3041,1924,2435,2973,3155,1835,1852
2291,1834,1372,1652,1623,2519,2281,2380,1561,1275,1446,2531,345,1578,264,1892,1661,1864,1997,1892,1658,272,2371,2223,2304,2186,2410,1834,1646,1893,1643,1661,1810,1928,2640,2513,2636,2146,1834,1503,608,1701,1833,2568,1763,1884,1863,2140,1701,1708,2061,1814,504,2397,264,181,2698,1706,2323,2371,1578,1691,2600,2329,2495,608,1659,303,1712,1599,1583,2206,2517,2296,1635,2508,2387,1668,1863,2269,2713,2011,1858,2278,2532,1431,1869,1386,556,1771,2092,2047,1828,2378,2553,649,2553,2124,1696,2227,649,1272,2197,2012,1664,1678,1758,2489,1469,2329,2553,2124,1763,1706,1558,1563,2102,296,2364,2339,1833,2382,1763,1955,2674,1806,2648,1763,2464,1645,1664,1823,1707,2197,1582,2267,1937,542,1763,468,2397,1668,1937,1670,1448,310,1558,2368,1654,1742,2766,1851,1928,1644,0,2140,1628,2182,426,1928,1732,2286,1733,1573,1753,2731,2539
2260,1678,1413,1602,1562,2471,2741,2275,1487,1320,1418,2253,371,1528,294,1908,1651,1876,3073,1908,1641,301,2260,2184,2561,2157,2317,1678,1587,1896,1568,1651,1654,2098,2139,2333,2167,2147,1678,1461,705,2070,2185,2115,1702,3056,3035,2839,1627,1658,2730,1674,601,1992,294,210,2194,1645,2249,2236,1711,1618,2098,2246,2289,705,1609,375,2840,1578,1526,2160,2479,2379,1534,2012,2291,1607,3056,2157,2210,3244,1702,2202,2511,1365,2213,1645,649,1617,2136,2028,2188,2286,2342,746,2351,2800,1646,2467,746,1368,2041,3252,2007,1617,1478,2352,1335,2241,2350,2821,1702,1645,1691,1455,1929,315,2245,2309,2185,2214,1702,2363,2162,2214,2192,1702,2440,1649,2007,1835,1657,2217,1532,2200,2107,648,1702,558,2413,1904,2107,1620,1542,330,1691,2266,1650,1586,2245,2967,2098,1638,2140,0,1971,2063,490,2098,1671,2193,1683,1474,1702,2230,2351
1916,2060,1796,1966,2023,1968,1941,1802,1884,1725,1768,1781,366,1941,306,1753,2038,2170,1976,1753,2102,322,1747,1947,1857,1940,1884,2060,1949,1689,1933,2142,1997,2941,1696,1803,1700,2278,2060,1799,518,2990,3196,1674,2163,1918,1917,1994,1775,2038,1973,2048,416,1543,306,219,1749,2105,1809,1692,1715,1766,1691,1812,1753,518,1988,348,1767,1884,1932,1994,1974,1965,1922,1612,1888,2041,2027,1744,1765,2043,2084,1952,2008,1710,1752,2996,628,1983,1770,2227,3045,1778,1805,559,1805,1978,2038,1823,559,1656,1628,2043,3420,2078,1860,1881,1636,1808,1805,1985,2120,2105,1761,1823,2003,385,1784,1882,3223,1672,2108,1799,1735,3091,1746,2163,1934,2109,3468,2120,1999,1939,1894,1938,2933,625,2163,619,1905,2919,2950,1967,1941,397,1761,1844,2032,1926,1814,1887,2924,2099,1628,1971,0,1654,558,2921,2030,1947,1828,1958,2108,1756,1805
